Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1773,32691,-2658,-32620,3541,32524,-4421,-32404
3819,32418,-5712,-32084,7586,31641,-9434,-31090
5850,31945,-8717,-31163,11513,30130,-14217,-28854
7859,31276,-11644,-29867,15259,28020,-18650,-25763
9836,30415,-14468,-28212,18765,25354,-22627,-21908
11775,29368,-17165,-26217,21977,22184,-26049,-17403
13667,28140,-19710,-23908,24844,18573,-28832,-12382
15506,26740,-22081,-21311,27320,14594,-30908,-6995
17284,25175,-24256,-18458,29368,10325,-32227,-1400
18994,23456,-26217,-15383,30955,5850,-32756,4236
20630,21593,-27947,-12123,32055,1260,-32482,9747
22184,19598,-29430,-8717,32653,-3355,-31412,14969
23651,17482,-30652,-5206,32738,-7904,-29572,19747
25025,15259,-31604,-1633,32308,-12296,-27007,23940
26301,12942,-32277,1959,31372,-16444,-23780,27423
27474,10546,-32664,5528,29943,-20265,-19970,30093
28539,8085,-32763,9031,28044,-23683,-15670,31871
29491,5574,-32572,12426,25705,-26632,-10987,32704
30328,3030,-32093,15670,22962,-29051,-6034,32567
31045,466,-31331,18727,19859,-30893,-933,31465
31641,-2099,-30292,21558,16444,-32121,4190,29430
32112,-4652,-28986,24130,12770,-32712,9211,26522
32457,-7177,-27423,26412,8897,-32653,14006,22828
32675,-9658,-25618,28377,4883,-31945,18458,18458
32764,-12079,-23586,30000,793,-30603,22457,13540
32725,-14427,-21346,31262,-3308,-28653,25906,8221
32557,-16685,-18918,32149,-7359,-26133,28720,2658
32261,-18842,-16322,32649,-11294,-23095,30830,-2983
31838,-20882,-13582,32756,-15052,-19598,32184,-8537
31290,-22795,-10723,32470,-18573,-15711,32750,-13837
30619,-24568,-7768,31793,-21803,-11513,32512,-18727
29828,-26189,-4745,30734,-24691,-7086,31478,-23062
28920,-27651,-1679,29306,-27191,-2518,29672,-26713
27898,-28942,1400,27525,-29264,2099,27138,-29572
26767,-30056,4467,25413,-30877,6675,23940,-31554
25530,-30985,7496,22995,-32006,11119,20154,-32601
24193,-31724,10457,20301,-32632,15341,15875,-32682
22761,-32269,13327,17363,-32747,19259,11206,-31793
21240,-32615,16079,14217,-32346,22795,6263,-29962
19635,-32761,18689,10899,-31439,25878,1166,-27243
17953,-32706,21133,7450,-30037,28446,-3958,-23716
16201,-32451,23391,3912,-28164,30450,-8986,-19485
14385,-31996,25442,326,-25849,31849,-13795,-14677
12512,-31345,27269,-3262,-23128,32615,-18264,-9434
10590,-30501,28854,-6812,-20044,32734,-22287,-3912
8627,-29471,30184,-10280,-16645,32202,-25763,1726
6629,-28259,31248,-13625,-12985,31030,-28607,7314
4606,-26874,32036,-16806,-9121,29243,-30750,12684
2565,-25324,32540,-19784,-5114,26874,-32140,17679
513,-23619,32757,-22525,-1026,23972,-32741,22149
-1540,-21768,32685,-24995,3076,20593,-32540,25963
-3587,-19784,32324,-27165,7131,16806,-31542,29007
-5620,-17679,31677,-29007,11075,12684,-29770,31192
-7632,-15465,30750,-30501,14844,8311,-27269,32451
-9613,-13156,29552,-31629,18381,3773,-24099,32748
-11557,-10767,28092,-32376,21628,-840,-20338,32075
-13455,-8311,26385,-32734,24537,-5436,-16079,30450
-15300,-5804,24444,-32698,27060,-9925,-11426,27923
-17085,-3262,22287,-32269,29158,-14217,-6492,24568
-18803,-700,19933,-31452,30798,-18226,-1400,20484
-20448,1866,17403,-30257,31955,-21873,3726,15793
-22012,4421,14719,-28698,32611,-25085,8762,10634
-23489,6949,11905,-26794,32754,-27800,13582,5160
-24874,9434,8986,-24568,32383,-29962,18070,-466
-26161,11862,5988,-22046,31504,-31529,22115,-6080
-27346,14217,2937,-19259,30130,-32470,25618,-11513
-28423,16484,-140,-16241,28283,-32766,28493,-16605
-29389,18650,-3216,-13028,25992,-32411,30669,-21204
-30239,20702,-6263,-9658,23293,-31412,32093,-25175
-30970,22627,-9255,-6172,20228,-29790,32731,-28400
-31579,24413,-12166,-2611,16846,-27575,32567,-30782
-32065,26049,-14969,980,13199,-24813,31604,-32252
-32424,27525,-17640,4560,9345,-21558,29867,-32766
-32657,28832,-20154,8085,5344,-17875,27397,-32308
-32760,29962,-22491,11513,1260,-13837,24256,-30893
-32736,30908,-24629,14803,-2844,-9524,20521,-28561
-32582,31665,-26550,17914,-6903,-5022,16282,-25383
-32301,32227,-28235,20810,-10855,-420,11644,-21453
-31892,32592,-29672,23456,-14636,4190,6721,-16886
-31359,32756,-30846,25820,-18187,8717,1633,-11818
-30702,32720,-31747,27874,-21453,13071,-3494,-6401
-29924,32482,-32369,29592,-24381,17165,-8537,-793
-29029,32046,-32704,30955,-26927,20918,-13370,4837
-28020,31412,-32750,31945,-29051,24256,-17875,10325
-26901,30586,-32506,32551,-30718,27112,-21942,15506
-25676,29572,-31976,32766,-31903,29430,-25472,20228
-24350,28377,-31163,32587,-32587,31163,-28377,24350
-22929,27007,-30074,32016,-32760,32277,-30586,27750
-21417,25472,-28720,31060,-32418,32750,-32046,30328
-19822,23780,-27112,29731,-31567,32572,-32720,32006
-18148,21942,-25265,28044,-30221,31747,-32592,32736
-16403,19970,-23194,26020,-28400,30292,-31665,32494
-14594,17875,-20918,23683,-26133,28235,-29962,31290
-12727,15670,-18458,21062,-23456,25618,-27525,29158
-10811,13370,-15834,18187,-20411,22491,-24413,26161
-8852,10987,-13071,15093,-17046,18918,-20702,22389
-6858,8537,-10192,11818,-13412,14969,-16484,17953
-4837,6034,-7223,8401,-9568,10723,-11862,12985
-2797,3494,-4190,4883,-5574,6263,-6949,7632
-746,933,-1120,1306,-1493,1679,-1866,2052
1306,-1633,1959,-2285,2611,-2937,3262,-3587
3355,-4190,5022,-5850,6675,-7496,8311,-9121
5390,-6721,8040,-9345,10634,-11905,13156,-14385
7405,-9211,10987,-12727,14427,-16079,17679,-19222
9390,-11644,13837,-15957,17992,-19933,21768,-23489
11338,-14006,16565,-18994,21276,-23391,25324,-27060
13242,-16282,19146,-21803,24225,-26385,28259,-29828
15093,-18458,21558,-24350,26794,-28854,30501,-31713
16886,-20521,23780,-26604,28942,-30750,31996,-32657
18612,-22457,25791,-28539,30636,-32036,32706,-32632
20265,-24256,27575,-30130,31849,-32685,32615,-31641
21838,-25906,29115,-31359,32562,-32685,31724,-29711
23326,-27397,30398,-32210,32764,-32036,30056,-26901
24721,-28720,31412,-32675,32451,-30750,27651,-23293
26020,-29867,32149,-32747,31629,-28854,24568,-18994
27217,-30830,32601,-32424,30310,-26385,20882,-14132
28306,-31604,32766,-31713,28516,-23391,16685,-8852
29285,-32184,32641,-30619,26273,-19933,12079,-3308
30148,-32567,32227,-29158,23619,-16079,7177,2332
30893,-32750,31529,-27346,20593,-11905,2099,7904
31516,-32731,30552,-25205,17244,-7496,-3030,13242
32016,-32512,29306,-22761,13625,-2937,-8085,18187
32390,-32093,27800,-20044,9791,1679,-12942,22593
32637,-31478,26049,-17085,5804,6263,-17482,26329
32755,-30669,24067,-13921,1726,10723,-21593,29285
32745,-29672,21873,-10590,-2378,14969,-25175,31372
32606,-28493,19485,-7131,-6446,18918,-28140,32529
32339,-27138,16926,-3587,-10413,22491,-30415,32722
31945,-25618,14217,0,-14217,25618,-31945,31945
31425,-23940,11382,3587,-17797,28235,-32691,30221
30782,-22115,8446,7131,-21097,30292,-32637,27600
30018,-20154,5436,10590,-24067,31747,-31782,24162
29137,-18070,2378,13921,-26659,32572,-30148,20007
28140,-15875,-700,17085,-28832,32750,-27775,15259
27033,-13582,-3773,20044,-30552,32277,-24721,10058
25820,-11206,-6812,22761,-31793,31163,-21062,4560
24506,-8762,-9791,25205,-32535,29430,-16886,-1073
23095,-6263,-12684,27346,-32766,27112,-12296,-6675
21593,-3726,-15465,29158,-32482,24256,-7405,-12079
20007,-1166,-18109,30619,-31689,20918,-2332,-17125
18342,1400,-20593,31713,-30398,17165,2797,-21663
16605,3958,-22895,32424,-28630,13071,7859,-25559
14803,6492,-24995,32747,-26412,8717,12727,-28698
12942,8986,-26874,32675,-23780,4190,17284,-30985
11031,11426,-28516,32210,-20774,-420,21417,-32354
9076,13795,-29905,31359,-17442,-5022,25025,-32764
7086,16079,-31030,30130,-13837,-9524,28020,-32202
5068,18264,-31881,28539,-10014,-13837,30328,-30685
3030,20338,-32451,26604,-6034,-17875,31892,-28259
980,22287,-32734,24350,-1959,-21558,32675,-24995
-1073,24099,-32727,21803,2145,-24813,32657,-20990
-3123,25763,-32431,18994,6217,-27575,31838,-16363
-5160,27269,-31849,15957,10192,-29790,30239,-11250
-7177,28607,-30985,12727,14006,-31412,27898,-5804
-9166,29770,-29848,9345,17600,-32411,24874,-186
-11119,30750,-28446,5850,20918,-32766,21240,5436
-13028,31542,-26794,2285,23908,-32470,17085,10899
-14886,32140,-24904,-1306,26522,-31529,12512,16038
-16685,32540,-22795,-4883,28720,-29962,7632,20702
-18419,32741,-20484,-8401,30467,-27800,2565,24752
-20081,32741,-17992,-11818,31736,-25085,-2565,28068
-21663,32540,-15341,-15093,32506,-21873,-7632,30552
-23161,32140,-12555,-18187,32766,-18226,-12512,32131
-24568,31542,-9658,-21062,32512,-14217,-17085,32756
-25878,30750,-6675,-23683,31747,-9925,-21240,32411
-27086,29770,-3633,-26020,30484,-5436,-24874,31105
-28188,28607,-560,-28044,28743,-840,-27898,28876
-29179,27269,2518,-29731,26550,3773,-30239,25791
-30056,25763,5574,-31060,23940,8311,-31838,21942
-30814,24099,8582,-32016,20954,12684,-32657,17442
-31452,22287,11513,-32587,17640,16806,-32675,12426
-31966,20338,14343,-32766,14048,20593,-31892,7040
-32354,18264,17046,-32551,10236,23972,-30328,1446
-32615,16079,19598,-31945,6263,26874,-28020,-4190
-32748,13795,21977,-30955,2192,29243,-25025,-9702
-32753,11426,24162,-29592,-1912,31030,-21417,-14927
-32628,8986,26133,-27874,-5988,32202,-17284,-19710
-32376,6492,27874,-25820,-9970,32734,-12727,-23908
-31996,3958,29368,-23456,-13795,32615,-7859,-27397
-31491,1400,30603,-20810,-17403,31849,-2797,-30074
-30862,-1166,31567,-17914,-20738,30450,2332,-31860
-30111,-3726,32252,-14803,-23748,28446,7405,-32701
-29243,-6263,32653,-11513,-26385,25878,12296,-32572
-28259,-8762,32765,-8085,-28607,22795,16886,-31478
-27165,-11206,32587,-4560,-30381,19259,21062,-29450
-25963,-13582,32121,-980,-31677,15341,24721,-26550
-24660,-15875,31372,2611,-32476,11119,27775,-22862
-23260,-18070,30345,6172,-32766,6675,30148,-18496
-21768,-20154,29051,9658,-32540,2099,31782,-13582
-20191,-22115,27499,13028,-31804,-2518,32637,-8266
-18535,-23940,25705,16241,-30569,-7086,32691,-2704
-16806,-25618,23683,19259,-28854,-11513,31945,2937
-15010,-27138,21453,22046,-26686,-15711,30415,8491
-13156,-28493,19032,24568,-24099,-19598,28140,13795
-11250,-29672,16444,26794,-21133,-23095,25175,18689
-9300,-30669,13710,28698,-17836,-26133,21593,23029
-7314,-31478,10855,30257,-14259,-28653,17482,26686
-5298,-32093,7904,31452,-10457,-30603,12942,29552
-3262,-32512,4883,32269,-6492,-31945,8085,31542
-1213,-32731,1819,32698,-2425,-32653,3030,32597
840,-32750,-1260,32734,1679,-32712,-2099,32685
2890,-32567,-4329,32376,5758,-32121,-7177,31804
4929,-32184,-7359,31629,9747,-30893,-12079,29981
6949,-31604,-10325,30501,13582,-29051,-16685,27269
8942,-30830,-13199,29007,17205,-26632,-20882,23748
10899,-29867,-15957,27165,20557,-23683,-24568,19523
12813,-28720,-18573,24995,23586,-20265,-27651,14719
14677,-27397,-21026,22525,26245,-16444,-30056,9479
16484,-25906,-23293,19784,28493,-12296,-31724,3958
18226,-24256,-25354,16806,30292,-7904,-32615,-1679
19896,-22457,-27191,13625,31617,-3355,-32706,-7268
21488,-20521,-28787,10280,32444,1260,-31996,-12641
22995,-18458,-30130,6812,32763,5850,-30501,-17640
24413,-16282,-31206,3262,32567,10325,-28259,-22115
25734,-14006,-32006,-326,31860,14594,-25324,-25935
26954,-11644,-32524,-3912,30652,18573,-21768,-28986
28068,-9211,-32754,-7450,28964,22184,-17679,-31177
29072,-6721,-32695,-10899,26821,25354,-13156,-32444
29962,-4190,-32346,-14217,24256,28020,-8311,-32750
30734,-1633,-31713,-17363,21311,30130,-3262,-32084
31385,933,-30798,-20301,18031,31641,1866,-30467
31914,3494,-29612,-22995,14468,32524,6949,-27947
32316,6034,-28164,-25413,10678,32760,11862,-24598
32592,8537,-26467,-27525,6721,32346,16484,-20521
32739,10987,-24537,-29306,2658,31290,20702,-15834
32759,13370,-22389,-30734,-1446,29612,24413,-10678
32649,15670,-20044,-31793,-5528,27346,27525,-5206
32411,17875,-17521,-32470,-9524,24537,29962,420
32046,19970,-14844,-32756,-13370,21240,31665,6034
31554,21942,-12036,-32649,-17006,17521,32592,11469
30939,23780,-9121,-32149,-20375,13455,32720,16565
30203,25472,-6126,-31262,-23424,9121,32046,21169
29347,27007,-3076,-30000,-26105,4606,30586,25145
28377,28377,0,-28377,-28377,0,28377,28377
27294,29572,3076,-26412,-30203,-4606,25472,30766
26105,30586,6126,-24130,-31554,-9121,21942,32244
24813,31412,9121,-21558,-32411,-13455,17875,32766
23424,32046,12036,-18727,-32759,-17521,13370,32316
21942,32482,14844,-15670,-32592,-21240,8537,30908
20375,32720,17521,-12426,-31914,-24537,3494,28584
18727,32756,20044,-9031,-30734,-27346,-1633,25413
17006,32592,22389,-5528,-29072,-29612,-6721,21488
15218,32227,24537,-1959,-26954,-31290,-11644,16926
13370,31665,26467,1633,-24413,-32346,-16282,11862
11469,30908,28164,5206,-21488,-32760,-20521,6446
9524,29962,29612,8717,-18226,-32524,-24256,840
7541,28832,30798,12123,-14677,-31641,-27397,-4791
5528,27525,31713,15383,-10899,-30130,-29867,-10280
3494,26049,32346,18458,-6949,-28020,-31604,-15465
1446,24413,32695,21311,-2890,-25354,-32567,-20191
-606,22627,32754,23908,1213,-22184,-32731,-24319
-2658,20702,32524,26217,5298,-18573,-32093,-27725
-4698,18650,32006,28212,9300,-14594,-30669,-30310
-6721,16484,31206,29867,13156,-10325,-28493,-31996
-8717,14217,30130,31163,16806,-5850,-25618,-32734
-10678,11862,28787,32084,20191,-1260,-22115,-32500
-12598,9434,27191,32620,23260,3355,-18070,-31304
-14468,6949,25354,32763,25963,7904,-13582,-29179
-16282,4421,23293,32512,28259,12296,-8762,-26189
-18031,1866,21026,31871,30111,16444,-3726,-22423
-19710,-700,18573,30846,31491,20265,1400,-17992
-21311,-3262,15957,29450,32376,23683,6492,-13028
-22828,-5804,13199,27701,32753,26632,11426,-7677
-24256,-8311,10325,25618,32615,29051,16079,-2099
-25589,-10767,7359,23227,31966,30893,20338,3541
-26821,-13156,4329,20557,30814,32121,24099,9076
-27947,-15465,1260,17640,29179,32712,27269,14343
-28964,-17679,-1819,14510,27086,32653,29770,19184
-29867,-19784,-4883,11206,24568,31945,31542,23456
-30652,-21768,-7904,7768,21663,30603,32540,27033
-31318,-23619,-10855,4236,18419,28653,32741,29809
-31860,-25324,-13710,653,14886,26133,32140,31701
-32277,-26874,-16444,-2937,11119,23095,30750,32653
-32567,-28259,-19032,-6492,7177,19598,28607,32637
-32729,-29471,-21453,-9970,3123,15711,25763,31653
-32763,-30501,-23683,-13327,-980,11513,22287,29731
-32668,-31345,-25705,-16524,-5068,7086,18264,26927
-32444,-31996,-27499,-19523,-9076,2518,13795,23326
-32093,-32451,-29051,-22287,-12942,-2099,8986,19032
-31617,-32706,-30345,-24783,-16605,-6675,3958,14174
-31015,-32761,-31372,-26980,-20007,-11119,-1166,8897
-30292,-32615,-32121,-28854,-23095,-15341,-6263,3355
-29450,-32269,-32587,-30381,-25820,-19259,-11206,-2285
-28493,-31724,-32765,-31542,-28140,-22795,-15875,-7859
-27423,-30985,-32653,-32324,-30018,-25878,-20154,-13199
-26245,-30056,-32252,-32717,-31425,-28446,-23940,-18148
-24965,-28942,-31567,-32717,-32339,-30450,-27138,-22559
-23586,-27651,-30603,-32324,-32745,-31849,-29672,-26301
-22115,-26189,-29368,-31542,-32637,-32615,-31478,-29264
-20557,-24568,-27874,-30381,-32016,-32734,-32512,-31359
-18918,-22795,-26133,-28854,-30893,-32202,-32750,-32524
-17205,-20882,-24162,-26980,-29285,-31030,-32184,-32725
-15424,-18842,-21977,-24783,-27217,-29243,-30830,-31955
-13582,-16685,-19598,-22287,-24721,-26874,-28720,-30239
-11688,-14427,-17046,-19523,-21838,-23972,-25906,-27626
-9747,-12079,-14343,-16524,-18612,-20593,-22457,-24193
-7768,-9658,-11513,-13327,-15093,-16806,-18458,-20044
-5758,-7177,-8582,-9970,-11338,-12684,-14006,-15300
-3726,-4652,-5574,-6492,-7405,-8311,-9211,-10103
-1679,-2099,-2518,-2937,-3355,-3773,-4190,-4606
373,466,560,653,746,840,933,1026
2425,3030,3633,4236,4837,5436,6034,6629
4467,5574,6675,7768,8852,9925,10987,12036
6492,8085,9658,11206,12727,14217,15670,17085
8491,10546,12555,14510,16403,18226,19970,21628
10457,12942,15341,17640,19822,21873,23780,25530
12382,15259,17992,20557,22929,25085,27007,28675
14259,17482,20484,23227,25676,27800,29572,30970
16079,19598,22795,25618,28020,29962,31412,32346
17836,21593,24904,27701,29924,31529,32482,32764
19523,23456,26794,29450,31359,32470,32756,32210
21133,25175,28446,30846,32301,32766,32227,30702
22660,26740,29848,31871,32736,32411,30908,28283
24099,28140,30985,32512,32657,31412,28832,25025
25442,29368,31849,32763,32065,29790,26049,21026
26686,30415,32431,32620,30970,27575,22627,16403
27825,31276,32727,32084,29389,24813,18650,11294
28854,31945,32734,31163,27346,21558,14217,5850
29770,32418,32451,29867,24874,17875,9434,233
30569,32691,31881,28212,22012,13837,4421,-5390
31248,32765,31030,26217,18803,9524,-700,-10855
31804,32637,29905,23908,15300,5022,-5804,-15997
32236,32308,28516,21311,11557,420,-10767,-20666
32540,31782,26874,18458,7632,-4190,-15465,-24721
32717,31060,24995,15383,3587,-8717,-19784,-28044
32766,30148,22895,12123,-513,-13071,-23619,-30535
32685,29051,20593,8717,-4606,-17165,-26874,-32121
32476,27775,18109,5206,-8627,-20918,-29471,-32755
32140,26329,15465,1633,-12512,-24256,-31345,-32418
31677,24721,12684,-1959,-16201,-27112,-32451,-31119
31090,22962,9791,-5528,-19635,-29430,-32761,-28898
30381,21062,6812,-9031,-22761,-31163,-32269,-25820
29552,19032,3773,-12426,-25530,-32277,-30985,-21977
28607,16886,700,-15670,-27898,-32750,-28942,-17482
27550,14636,-2378,-18727,-29828,-32572,-26189,-12469
26385,12296,-5436,-21558,-31290,-31747,-22795,-7086
25115,9881,-8446,-24130,-32261,-30292,-18842,-1493
23748,7405,-11382,-26412,-32725,-28235,-14427,4143
22287,4883,-14217,-28377,-32675,-25618,-9658,9658
20738,2332,-16926,-30000,-32112,-22491,-4652,14886
19108,-233,-19485,-31262,-31045,-18918,466,19673
17403,-2797,-21873,-32149,-29491,-14969,5574,23876
15629,-5344,-24067,-32649,-27474,-10723,10546,27372
13795,-7859,-26049,-32756,-25025,-6263,15259,30056
11905,-10325,-27800,-32470,-22184,-1679,19598,31849
9970,-12727,-29306,-31793,-18994,2937,23456,32698
7994,-15052,-30552,-30734,-15506,7496,26740,32577
5988,-17284,-31529,-29306,-11775,11905,29368,31491
3958,-19410,-32227,-27525,-7859,16079,31276,29471
1912,-21417,-32641,-25413,-3819,19933,32418,26577
-140,-23293,-32766,-22995,280,23391,32765,22895
-2192,-25025,-32601,-20301,4375,26385,32308,18535
-4236,-26604,-32149,-17363,8401,28854,31060,13625
-6263,-28020,-31412,-14217,12296,30750,29051,8311
-8266,-29264,-30398,-10899,15997,32036,26329,2751
-10236,-30328,-29115,-7450,19448,32685,22962,-2890
-12166,-31206,-27575,-3912,22593,32685,19032,-8446
-14048,-31892,-25791,-326,25383,32036,14636,-13752
-15875,-32383,-23780,3262,27775,30750,9881,-18650
-17640,-32675,-21558,6812,29731,28854,4883,-22995
-19335,-32766,-19146,10280,31220,26385,-233,-26659
-20954,-32657,-16565,13625,32219,23391,-5344,-29532
-22491,-32346,-13837,16806,32712,19933,-10325,-31529
-23940,-31838,-10987,19784,32691,16079,-15052,-32592
-25294,-31134,-8040,22525,32158,11905,-19410,-32688
-26550,-30239,-5022,24995,31119,7496,-23293,-31816
-27701,-29158,-1959,27165,29592,2937,-26604,-30000
-28743,-27898,1120,29007,27600,-1679,-29264,-27294
-29672,-26467,4190,30501,25175,-6263,-31206,-23780
-30484,-24874,7223,31629,22355,-10723,-32383,-19560
-31177,-23128,10192,32376,19184,-14969,-32766,-14761
-31747,-21240,13071,32734,15711,-18918,-32346,-9524
-32193,-19222,15834,32698,11992,-22491,-31134,-4004
-32512,-17085,18458,32269,8085,-25618,-29158,1633
-32704,-14844,20918,31452,4051,-28235,-26467,7223
-32766,-12512,23194,30257,-46,-30292,-23128,12598
-32701,-10103,25265,28698,-4143,-31747,-19222,17600
-32506,-7632,27112,26794,-8175,-32572,-14844,22081
-32184,-5114,28720,24568,-12079,-32750,-10103,25906
-31736,-2565,30074,22046,-15793,-32277,-5114,28964
-31163,0,31163,19259,-19259,-31163,0,31163
-30467,2565,31976,16241,-22423,-29430,5114,32438
-29652,5114,32506,13028,-25235,-27112,10103,32751
-28720,7632,32750,9658,-27651,-24256,14844,32093
-27676,10103,32704,6172,-29632,-20918,19222,30484
-26522,12512,32369,2611,-31148,-17165,23128,27971
-25265,14844,31747,-980,-32176,-13071,26467,24629
-23908,17085,30846,-4560,-32698,-8717,29158,20557
-22457,19222,29672,-8085,-32706,-4190,31134,15875
-20918,21240,28235,-11513,-32202,420,32346,10723
-19297,23128,26550,-14803,-31192,5022,32766,5252
-17600,24874,24629,-17914,-29692,9524,32383,-373
-15834,26467,22491,-20810,-27725,13837,31206,-5988
-14006,27898,20154,-23456,-25324,17875,29264,-11426
-12123,29158,17640,-25820,-22525,21558,26604,-16524
